-100.00 -60.00   4.1
-99.50 -60.00   4.0
-99.00 -60.00   3.8
-98.50 -60.00   3.5
-98.00 -60.00   3.3
-97.50 -60.00   3.5
-97.00 -60.00   3.6
-96.50 -60.00   3.8
-96.00 -60.00   4.1
-95.50 -60.00   4.3
-95.00 -60.00   4.5
-94.50 -60.00   4.4
-94.00 -60.00   4.3
-93.50 -60.00   4.2
-93.00 -60.00   4.2
-92.50 -60.00   4.2
-92.00 -60.00   4.4
-91.50 -60.00   4.8
-91.00 -60.00   4.8
-90.50 -60.00   4.7
-90.00 -60.00   4.7
-89.50 -60.00   4.7
-89.00 -60.00   4.8
-88.50 -60.00   4.9
-88.00 -60.00   4.9
-87.50 -60.00   4.8
-87.00 -60.00   5.0
-86.50 -60.00   5.3
-86.00 -60.00   5.3
-85.50 -60.00   5.1
-85.00 -60.00   4.9
-84.50 -60.00   4.8
-84.00 -60.00   4.9
-83.50 -60.00   5.0
-83.00 -60.00   4.9
-82.50 -60.00   4.9
-82.00 -60.00   5.0
-81.50 -60.00   5.2
-81.00 -60.00   5.3
-80.50 -60.00   5.2
-80.00 -60.00   5.0
-79.50 -60.00   4.7
-79.00 -60.00   4.6
-78.50 -60.00   4.5
-78.00 -60.00   4.4
-77.50 -60.00   4.2
-77.00 -60.00   4.0
-76.50 -60.00   3.9
-76.00 -60.00   4.0
-75.50 -60.00   4.2
-75.00 -60.00   4.4
-74.50 -60.00   4.6
-74.00 -60.00   4.6
-73.50 -60.00   4.6
-73.00 -60.00   4.5
-72.50 -60.00   4.4
-72.00 -60.00   4.3
-71.50 -60.00   4.3
-71.00 -60.00   4.3
-70.50 -60.00   4.3
-70.00 -60.00   4.2
-69.50 -60.00   4.0
-69.00 -60.00   3.8
-68.50 -60.00   3.6
-68.00 -60.00   3.4
-67.50 -60.00   3.2
-67.00 -60.00   3.1
-66.50 -60.00   3.0
-66.00 -60.00   3.0
-65.50 -60.00   3.0
-65.00 -60.00   3.1
-64.50 -60.00   3.2
-64.00 -60.00   3.4
-63.50 -60.00   3.5
-63.00 -60.00   3.5
-62.50 -60.00   3.5
-62.00 -60.00   3.4
-61.50 -60.00   3.4
-61.00 -60.00   3.5
-60.50 -60.00   3.5
-60.00 -60.00   3.5
-59.50 -60.00   3.6
-59.00 -60.00   3.6
-58.50 -60.00   3.6
-58.00 -60.00   3.7
-57.50 -60.00   3.8
-57.00 -60.00   3.9
-56.50 -60.00   4.0
-56.00 -60.00   4.1
-55.50 -60.00   4.1
-55.00 -60.00   4.1
-54.50 -60.00   4.0
-54.00 -60.00   3.8
-53.50 -60.00   3.7
-53.00 -60.00   3.7
-52.50 -60.00   3.6
-52.00 -60.00   3.7
-51.50 -60.00   3.9
-51.00 -60.00   4.1
-50.50 -60.00   4.1
-50.00 -60.00   4.2
-49.50 -60.00   4.3
-49.00 -60.00   4.3
-48.50 -60.00   4.2
-48.00 -60.00   4.1
-47.50 -60.00   3.9
-47.00 -60.00   3.9
-46.50 -60.00   3.8
-46.00 -60.00   3.9
-45.50 -60.00   3.9
-45.00 -60.00   3.8
-44.50 -60.00   3.8
-44.00 -60.00   3.8
-43.50 -60.00   3.7
-43.00 -60.00   3.6
-42.50 -60.00   3.5
-42.00 -60.00   3.4
-41.50 -60.00   3.3
-41.00 -60.00   3.3
-40.50 -60.00   3.2
-40.00 -60.00   3.0
-39.50 -60.00   2.8
-39.00 -60.00   2.8
-38.50 -60.00   2.7
-38.00 -60.00   2.7
-37.50 -60.00   2.5
-37.00 -60.00   2.5
-36.50 -60.00   2.5
-36.00 -60.00   2.6
-35.50 -60.00   2.6
-35.00 -60.00   2.5
-34.50 -60.00   2.4
-34.00 -60.00   2.2
-33.50 -60.00   2.0
-33.00 -60.00   1.7
-32.50 -60.00   1.5
