-40.50 -58.50   1.2
-40.00 -58.50   1.2
-39.50 -58.50   1.2
-39.00 -58.50   1.0
-38.50 -58.50   1.0
-38.00 -58.50   1.0
-37.50 -58.50   0.9
-37.00 -58.50   0.9
-36.50 -58.50   0.9
-36.00 -58.50   0.8
-35.50 -58.50   0.8
-35.00 -58.50   0.8
-34.50 -58.50   0.8
-34.00 -58.50   0.7
-33.50 -58.50   0.7
-33.00 -58.50   0.8
-32.50 -58.50   0.9
-32.00 -58.50   1.1
-31.50 -58.50   1.3
-31.00 -58.50   1.6
-30.50 -58.50   1.8
-30.00 -58.50   2.0
-29.50 -58.50   2.2
-29.00 -58.50   2.4
-28.50 -58.50   2.5
-28.00 -58.50   2.4
-27.50 -58.50   2.5
-27.00 -58.50   2.4
-26.50 -58.50   2.3
-26.00 -58.50   2.1
-25.50 -58.50   1.9
-25.00 -58.50   2.0
-24.50 -58.50   2.2
-24.00 -58.50   2.3
-23.50 -58.50   2.5
-23.00 -58.50   2.7
-22.50 -58.50   3.0
-22.00 -58.50   3.2
-21.50 -58.50   3.3
-21.00 -58.50   3.5
-20.50 -58.50   3.7
-20.00 -58.50   3.9
-100.00 -58.00   4.5
-99.50 -58.00   4.8
-99.00 -58.00   5.1
-98.50 -58.00   5.4
-98.00 -58.00   5.8
-97.50 -58.00   6.1
-97.00 -58.00   6.4
-96.50 -58.00   6.6
-96.00 -58.00   6.6
-95.50 -58.00   6.6
-95.00 -58.00   6.7
-94.50 -58.00   6.8
-94.00 -58.00   6.9
-93.50 -58.00   6.9
-93.00 -58.00   6.9
-92.50 -58.00   6.9
-92.00 -58.00   6.9
-91.50 -58.00   6.9
-91.00 -58.00   6.8
-90.50 -58.00   6.8
-90.00 -58.00   6.8
-89.50 -58.00   6.8
-89.00 -58.00   6.8
-88.50 -58.00   6.8
-88.00 -58.00   6.8
-87.50 -58.00   6.8
-87.00 -58.00   6.8
-86.50 -58.00   6.8
-86.00 -58.00   6.9
-85.50 -58.00   7.0
-85.00 -58.00   7.0
-84.50 -58.00   6.9
-84.00 -58.00   6.8
-83.50 -58.00   6.8
-83.00 -58.00   6.7
-82.50 -58.00   6.5
-82.00 -58.00   6.4
-81.50 -58.00   6.2
-81.00 -58.00   6.1
-80.50 -58.00   6.0
-80.00 -58.00   5.9
-79.50 -58.00   5.7
-79.00 -58.00   5.6
-78.50 -58.00   5.4
-78.00 -58.00   5.2
-77.50 -58.00   5.0
-77.00 -58.00   4.8
-76.50 -58.00   4.7
-76.00 -58.00   4.6
-75.50 -58.00   4.5
-75.00 -58.00   4.4
-74.50 -58.00   4.4
-74.00 -58.00   4.3
-73.50 -58.00   4.1
-73.00 -58.00   3.8
-72.50 -58.00   3.5
-72.00 -58.00   3.4
-71.50 -58.00   3.4
-71.00 -58.00   3.4
-70.50 -58.00   3.3
-70.00 -58.00   3.2
-69.50 -58.00   3.2
-69.00 -58.00   2.9
-68.50 -58.00   2.6
-68.00 -58.00   2.4
-67.50 -58.00   2.3
-67.00 -58.00   2.1
-66.50 -58.00   1.9
-66.00 -58.00   1.8
-65.50 -58.00   1.7
-65.00 -58.00   1.5
-64.50 -58.00   1.4
-64.00 -58.00   1.3
-63.50 -58.00   1.3
-63.00 -58.00   1.2
-62.50 -58.00   1.2
-62.00 -58.00   1.3
-61.50 -58.00   1.5
-61.00 -58.00   1.6
-60.50 -58.00   1.8
-60.00 -58.00   2.0
-59.50 -58.00   2.4
-59.00 -58.00   3.0
-58.50 -58.00   3.3
-58.00 -58.00   3.1
-57.50 -58.00   2.9
-57.00 -58.00   2.9
-56.50 -58.00   2.9
-56.00 -58.00   2.9
-55.50 -58.00   3.0
-55.00 -58.00   3.3
-54.50 -58.00   3.9
-54.00 -58.00   4.5
-53.50 -58.00   4.7
-53.00 -58.00   4.7
-52.50 -58.00   4.8
-52.00 -58.00   4.9
-51.50 -58.00   4.8
-51.00 -58.00   4.4
-50.50 -58.00   3.8
-50.00 -58.00   3.3
-49.50 -58.00   3.1
-49.00 -58.00   3.0
-48.50 -58.00   2.9
-48.00 -58.00   2.6
-47.50 -58.00   2.6
-47.00 -58.00   2.5
-46.50 -58.00   2.4
-46.00 -58.00   2.5
-45.50 -58.00   2.6
-45.00 -58.00   2.4
-44.50 -58.00   2.2
-44.00 -58.00   2.1
-43.50 -58.00   2.1
-43.00 -58.00   2.0
-42.50 -58.00   1.9
-42.00 -58.00   1.8
-41.50 -58.00   1.8
-41.00 -58.00   1.7
-40.50 -58.00   1.6
-40.00 -58.00   1.6
-39.50 -58.00   1.5
-39.00 -58.00   1.4
-38.50 -58.00   1.4
-38.00 -58.00   1.4
-37.50 -58.00   1.3
-37.00 -58.00   1.3
-36.50 -58.00   1.2
-36.00 -58.00   1.2
-35.50 -58.00   1.1
-35.00 -58.00   1.1
-34.50 -58.00   1.0
-34.00 -58.00   0.9
-33.50 -58.00   0.9
-33.00 -58.00   0.9
-32.50 -58.00   1.0
-32.00 -58.00   1.1
-31.50 -58.00   1.3
-31.00 -58.00   1.6
-30.50 -58.00   1.8
-30.00 -58.00   1.9
-29.50 -58.00   2.1
-29.00 -58.00   2.2
-28.50 -58.00   2.2
-28.00 -58.00   2.1
-27.50 -58.00   2.0
-27.00 -58.00   1.9
-26.50 -58.00   1.8
-26.00 -58.00   1.7
-25.50 -58.00   1.6
-25.00 -58.00   1.7
-24.50 -58.00   1.9
-24.00 -58.00   2.0
-23.50 -58.00   2.2
-23.00 -58.00   2.4
-22.50 -58.00   2.7
-22.00 -58.00   2.9
-21.50 -58.00   3.2
-21.00 -58.00   3.4
-20.50 -58.00   3.6
-20.00 -58.00   4.0
-100.00 -57.50   4.8
-99.50 -57.50   5.1
-99.00 -57.50   5.4
-98.50 -57.50   5.6
-98.00 -57.50   5.7
-97.50 -57.50   5.7
-97.00 -57.50   5.7
-96.50 -57.50   5.9
-96.00 -57.50   6.1
-95.50 -57.50   6.4
-95.00 -57.50   6.8
-94.50 -57.50   6.9
-94.00 -57.50   7.0
-93.50 -57.50   6.9
-93.00 -57.50   6.8
-92.50 -57.50   6.7
-92.00 -57.50   6.7
-91.50 -57.50   6.7
-91.00 -57.50   6.7
-90.50 -57.50   6.7
-90.00 -57.50   6.8
-89.50 -57.50   6.8
-89.00 -57.50   6.8
-88.50 -57.50   6.7
-88.00 -57.50   6.7
-87.50 -57.50   6.8
-87.00 -57.50   6.9
-86.50 -57.50   7.0
-86.00 -57.50   7.0
-85.50 -57.50   7.0
-85.00 -57.50   6.9
-84.50 -57.50   6.8
-84.00 -57.50   6.7
-83.50 -57.50   6.5
-83.00 -57.50   6.3
-82.50 -57.50   6.2
-82.00 -57.50   6.1
-81.50 -57.50   6.0
-81.00 -57.50   5.8
-80.50 -57.50   5.6
-80.00 -57.50   5.5
-79.50 -57.50   5.3
-79.00 -57.50   5.0
-78.50 -57.50   4.9
-78.00 -57.50   4.8
-77.50 -57.50   4.7
-77.00 -57.50   4.7
-76.50 -57.50   4.6
-76.00 -57.50   4.6
-75.50 -57.50   4.6
-75.00 -57.50   4.5
-74.50 -57.50   4.5
-74.00 -57.50   4.4
-73.50 -57.50   4.1
-73.00 -57.50   3.9
-72.50 -57.50   3.7
-72.00 -57.50   3.7
-71.50 -57.50   3.6
-71.00 -57.50   3.6
-70.50 -57.50   3.6
-70.00 -57.50   3.6
-69.50 -57.50   3.5
-69.00 -57.50   3.2
-68.50 -57.50   2.9
-68.00 -57.50   2.8
-67.50 -57.50   2.6
-67.00 -57.50   2.4
-66.50 -57.50   2.3
-66.00 -57.50   2.2
-65.50 -57.50   2.1
-65.00 -57.50   1.9
-64.50 -57.50   1.7
-64.00 -57.50   1.6
-63.50 -57.50   1.5
-63.00 -57.50   1.5
-62.50 -57.50   1.6
-62.00 -57.50   1.6
-61.50 -57.50   1.8
-61.00 -57.50   2.0
-60.50 -57.50   2.1
-60.00 -57.50   2.1
-59.50 -57.50   2.2
-59.00 -57.50   2.7
-58.50 -57.50   3.4
-58.00 -57.50   3.7
-57.50 -57.50   3.6
-57.00 -57.50   3.7
-56.50 -57.50   3.6
-56.00 -57.50   3.3
-55.50 -57.50   3.2
-55.00 -57.50   3.5
-54.50 -57.50   3.9
-54.00 -57.50   4.7
-53.50 -57.50   5.3
-53.00 -57.50   5.4
-52.50 -57.50   5.6
-52.00 -57.50   5.7
-51.50 -57.50   5.6
-51.00 -57.50   5.0
-50.50 -57.50   4.4
-50.00 -57.50   4.0
-49.50 -57.50   3.7
-49.00 -57.50   3.4
-48.50 -57.50   3.6
-48.00 -57.50   3.5
-47.50 -57.50   3.4
-47.00 -57.50   3.4
-46.50 -57.50   3.3
-46.00 -57.50   3.4
-45.50 -57.50   3.3
-45.00 -57.50   3.1
-44.50 -57.50   2.9
-44.00 -57.50   2.9
-43.50 -57.50   2.8
-43.00 -57.50   2.6
-42.50 -57.50   2.5
-42.00 -57.50   2.4
-41.50 -57.50   2.3
-41.00 -57.50   2.2
-40.50 -57.50   2.2
-40.00 -57.50   2.2
-39.50 -57.50   2.2
-39.00 -57.50   2.2
-38.50 -57.50   2.0
-38.00 -57.50   1.9
-37.50 -57.50   1.9
-37.00 -57.50   1.9
-36.50 -57.50   1.8
-36.00 -57.50   1.7
-35.50 -57.50   1.6
-35.00 -57.50   1.5
-34.50 -57.50   1.4
-34.00 -57.50   1.3
-33.50 -57.50   1.3
-33.00 -57.50   1.2
-32.50 -57.50   1.3
-32.00 -57.50   1.3
-31.50 -57.50   1.4
-31.00 -57.50   1.6
-30.50 -57.50   1.9
-30.00 -57.50   2.1
-29.50 -57.50   2.2
-29.00 -57.50   2.2
-28.50 -57.50   2.0
-28.00 -57.50   1.8
-27.50 -57.50   1.7
-27.00 -57.50   1.6
-26.50 -57.50   1.5
-26.00 -57.50   1.5
-25.50 -57.50   1.6
-25.00 -57.50   1.7
-24.50 -57.50   1.9
-24.00 -57.50   2.0
-23.50 -57.50   2.0
-23.00 -57.50   2.1
-22.50 -57.50   2.4
-22.00 -57.50   2.7
-21.50 -57.50   3.0
-21.00 -57.50   3.2
-20.50 -57.50   3.6
-20.00 -57.50   4.1
-100.00 -57.00   4.7
-99.50 -57.00   4.9
-99.00 -57.00   5.1
-98.50 -57.00   5.2
-98.00 -57.00   5.4
-97.50 -57.00   5.7
-97.00 -57.00   6.1
-96.50 -57.00   6.4
-96.00 -57.00   6.6
-95.50 -57.00   6.7
-95.00 -57.00   6.6
-94.50 -57.00   6.6
-94.00 -57.00   6.6
-93.50 -57.00   6.6
-93.00 -57.00   6.7
-92.50 -57.00   6.8
-92.00 -57.00   6.8
-91.50 -57.00   6.8
-91.00 -57.00   6.8
-90.50 -57.00   6.8
-90.00 -57.00   6.9
-89.50 -57.00   6.9
-89.00 -57.00   6.9
-88.50 -57.00   7.0
-88.00 -57.00   7.1
-87.50 -57.00   7.2
-87.00 -57.00   7.1
-86.50 -57.00   7.0
-86.00 -57.00   6.9
-85.50 -57.00   6.8
-85.00 -57.00   6.6
-84.50 -57.00   6.4
-84.00 -57.00   6.3
